domain_id	specificity
APZ78782.1.A1	leucine
APZ78782.1.A2	proline
APZ78782.1.A3	alanine
APZ78782.1.A4	glutamine
APZ78794.1.A1	threonine
APZ78794.1.A2	alanine
APZ78795.1.A1	leucine
APZ78795.1.A2	proline
APZ78795.1.A3	alanine
APZ78795.1.A4	glutamine
APZ78808.1.A1	threonine
APZ78808.1.A2	alanine
APZ78809.1.A1	leucine
APZ78809.1.A2	proline
APZ78809.1.A3	alanine
APZ78809.1.A4	glutamine
APZ78821.1.A1|CAG29031.1.A1|Q50JA3.A1	threonine
APZ78821.1.A2|CAG29031.1.A2|Q50JA3.A2	leucine
APZ78822.1.A1|CAG29032.1.A1	alanine
APZ78822.1.A3|CAG29032.1.A3	alanine
APZ78822.1.A4|CAG29032.1.A4	glutamine
APZ78833.1.A1	threonine
APZ78833.1.A2	leucine
APZ78834.1.A1	alanine
APZ78834.1.A3	alanine
APZ78834.1.A4	glutamine
APZ78845.1.A1	threonine
APZ78845.1.A2	leucine
APZ78846.1.A1	alanine
APZ78846.1.A3	alanine
APZ78846.1.A4	glutamine
APZ78855.1.A1	threonine
APZ78855.1.A2	alanine
APZ78856.1.A1	leucine
APZ78856.1.A3	alanine
APZ78856.1.A4	glutamine
AQH32481.1.A1	D-glutamic acid branched
AQH32484.1.A1	serine
AQH32484.1.A2	alanine
AQH32485.1.A1	leucine
AQH32485.1.A2	3S-methyl-D-aspartic acid branched
AQH32486.1.A1	arginine|leucine|valine
AQM37583.1.A1	threonine
AQM37583.1.A2	alanine
AQM37584.1.A1	leucine
AQM37584.1.A2	proline
AQM37584.1.A3	glutamine
AQM58286.1.A1	valine
AQM58286.1.A2	isoleucine
AQV04224.1.A1	pipecolic acid
AQV04230.1.A1	pipecolic acid
AQX36215.1.A1|sp_A0A248AFK6.1_NPS2_CERS8.A1	N5-acetyl-N5-hydroxyornithine
AQZ26587.1.A1	(2S,3R)-2-amino-3-hydroxy-4-(4-nitrophenyl)butanoic acid
AQZ26587.1.A2	2,3-dihydroxybenzoic acid
AQZ42163.1.A1	tryptophan
AQZ42163.1.A2	alanine
AQZ69227.1.A1	3,5-dihydroxyphenylglycine
AQZ69228.1.A1	4-hydroxyphenylglycine
AQZ69228.1.A2	4-hydroxyphenylglycine
AQZ69228.1.A3	tyrosine
AQZ69229.1.A1	4-hydroxyphenylglycine
AQZ71347.1.A1	tryptophan
ARB50206.1.A1	dihydrolysergic acid
ARB50207.1.A1	alanine
ARB50207.1.A2	leucine
ARB50207.1.A3	proline
ARO38317.1.A1	cysteine
ARO38317.1.A2	valine
ARO38317.1.A3	valine
ARP51711.1.A1	alanine
ARR97036.1.A1	3,4-dihydroxybenzoic acid
ARR97036.1.A2	threonine
ARR97038.1.A1	threonine
ARR97039.1.A1	glycine
ARU08063.1.A1	2,3-diaminobutyric acid
ARU08073.1.A1	3S-methylaspartic acid
ARU08073.1.A2	valine
ARU08074.1.A1	lysine
ARU08074.1.A2	3R-hydroxyaspartic acid
ARU08074.1.A3	aspartic acid
ARU08074.1.A4	glycine
ARU08074.1.A5	3S-methylaspartic acid
ARU08075.1.A1	valine
ARU08075.1.A2	4R-methylproline
ASX95241.1.A1	1-(1,1-dimethylallyl)-tryptophan
ASX95241.1.A2	leucine
ASX95241.1.A3	3-nitrotyrosine
ASX95241.1.A4	alanine
ASX95241.1.A5	leucine
ASX95241.1.A6	leucine
ASX95241.1.A7|BBA20967.1.A7	trans-2-crotylglycine
ATD05719.1.A1	asparagine
ATD05719.1.A2|WP_010369430.1.A2	leucine|isoleucine|valine
ATD05720.1.A1|ERG36783.1.A1|WP_010369428.1.A1	valine
ATD05720.1.A2|ERG36783.1.A2	asparagine
ATD51279.1.A1	proline
ATD51279.1.A2	leucine|isoleucine|valine
ATD51280.1.A1	proline
ATG32071.1.A1	proline
ATG32076.1.A1	serine
ATJ34002.1.A1	proline
ATJ34005.1.A1	threonine
ATL73036.1.A1	threonine
ATL73036.1.A2	alanine
ATL73036.1.A3	3,5-dihydroxyphenylglycine|2-chloro-3,5-dihydroxy-4-methylphenylglycine
ATL73036.1.A4	isoleucine
ATL73036.1.A5	glycine
ATL73045.1.A1	2,3-diaminobutyric acid
ATO51563.1.A1	tyrosine
ATO51563.1.A2	serine
ATO51563.1.A3	leucine
ATO51563.1.A4	tryptophan
ATO51563.1.A5	arginine
ATP76239.1.A1	D-glutamic acid branched
ATP76243.1.A1	threonine
ATP76243.1.A2	3S-methyl-D-aspartic acid branched
ATP76244.1.A1	arginine
ATP76246.1.A1	homotyrosine|homophenylalanine
ATP76246.1.A2	isoleucine|leucine|valine
ATP76246.1.A3	arginine
ATQ39428.1.A1	D-alanine
ATQ39428.1.A10	leucine
ATQ39428.1.A11	alanine
ATQ39428.1.A2	leucine
ATQ39428.1.A3	leucine
ATQ39428.1.A4	valine
ATQ39428.1.A5	4R-E-butenyl-4R-methylthreonine
ATQ39428.1.A6	threonine
ATQ39428.1.A7	glycine
ATQ39428.1.A8	leucine
ATQ39428.1.A9	valine
ATU31794.1.A1	5-chlorotryptophan
ATU31794.1.A2	valine
ATU31794.1.A3	leucine
ATU31794.1.A4	allo-isoleucine
ATU31795.1.A1	ornithine
ATU31795.1.A2	asparagine
ATV95610.1.A1	p-hydroxymandelate
ATV95617.1.A1	6-methylsalicylic acid
ATY37588.1.A1	threonine
ATY37589.1.A1	leucine
ATY37589.1.A2	ornithine
ATY37590.1.A1	isoleucine
ATY37590.1.A2	valine
ATY37590.1.A3	valine
ATY37590.1.A4	lysine
ATY37591.1.A1	valine
ATY37591.1.A2	leucine
ATY37591.1.A3	lysine
ATY37591.1.A4	tyrosine
ATY37592.1.A1	leucine
ATY37592.1.A2	valine
ATY37596.1.A1	2-ketoisovaleric acid
ATY37608.1.A1	asparagine
ATY37608.1.A2	tyrosine
ATY37608.1.A3	tryptophan
ATY37608.1.A4	ornithine
ATY37608.1.A5	ornithine
ATY37608.1.A6	glycine
ATY37608.1.A7	ornithine
ATY37608.1.A8	tryptophan
ATY37608.1.A9	threonine
ATY37609.1.A1	isoleucine
ATY37609.1.A2	glycine
ATY37609.1.A3	serine
ATY61556.1.A1	D-serine
ATY69551.1.A1	cysteine
ATY69568.1.A1	1-aminocyclopropane-1-carboxylic acid
ATY69584.1.A1	cysteine
ATY69590.1.A1	D-alanine
AUO29225.1.A1	4-hydroxyphenylpyruvic acid
AUO29226.1.A1	phenylpyruvic acid
AUS29484.1.A1	ochratoxin beta
AUS29484.1.A2	phenylalanine
AUS29489.1.A1	ochratoxin beta
AUS29489.1.A2	phenylalanine
AUS29494.1.A1	ochratoxin beta
AUS29494.1.A2	phenylalanine
AUS29499.1.A1	ochratoxin beta
AUS29499.1.A2	phenylalanine
AVI10276.1.A1	4-hydroxy-3-nitrobenzoic acid|3-amino-4-hydroxybenzoic acid
AVI26390.1.A1	serine
AVI26390.1.A2	asparagine
AVI26393.1.A1	threonine
AVI26393.1.A2	serine
AVI26393.1.A3	phenylalanine
AVR48535.1.A1	glycine
AVR48535.1.A2	proline
AVR48535.1.A3	glycine
AVV61987.1.A1	glycine
AWI62626.1.A2	alanine
AWI62626.1.A3	leucine
AWI62627.1.A1	proline
AWI62627.1.A2	cysteine
AWI62628.1.A1	threonine
AWI62628.1.A2	pipecolic acid
AWI62628.1.A3	threonine
AWI62629.1.A1	valine
AWS21276.1.A1|AZY92000.1.A1	proline
AWX24482.1.A1	threonine
AWX24488.1.A1	anthranilic acid
AXA20090.1.A1	glycine
AXA20091.1.A1	glycine
AXA91301.1.A1	proline
AXA91301.1.A2	aspartic acid
AXA91302.1.A1	proline
AXA91302.1.A2	serine
AXA91302.1.A3	proline
AXA91302.1.A4	arginine
AXA91302.1.A5	aspartic acid
AXA94654.1.A1	serine
AXG22420.1.A1	proline
AXM42922.1.A1	serine
AXM42949.1.A1	cysteine
AXM43052.1.A1	valine
AXM43052.1.A2	pipecolic acid|proline
AXM43052.1.A3	proline|hydroxyproline|4S-methylproline|pipecolic acid
AXM43064.1.A1	glutamic acid
AXN93575.1.A1|AXN93584.1.A1	asparagine
AXN93575.1.A2|AXN93584.1.A2	proline
AXN93580.1.A1|AXN93589.1.A1	valine
AXN93581.1.A1	threonine
AXN93581.1.A2	asparagine
AXN93581.1.A3|AXN93590.1.A1	threonine
AXN93581.1.A4|AXN93590.1.A4	asparagine
AXN93581.1.A5	alanine
AXN93582.1.A1|AXN93591.1.A1	threonine
AXN93590.1.A2	asparagine
AXN93590.1.A3	threonine
AXN93590.1.A5	alanine
AXN93592.1.A1	asparagine
AXN93592.1.A2	proline
AXN93601.1.A1	valine
AXN93602.1.A1	threonine
AXN93602.1.A2	asparagine
AXN93602.1.A3	threonine
AXN93602.1.A4	asparagine
AXN93602.1.A5	alanine
AXN93603.1.A1	threonine
AXN93605.1.A1	asparagine
AXN93605.1.A2	proline
AXN93613.1.A1	valine
AXN93614.1*AXN93615.1.A3	threonine
AXN93614.1.A1	threonine
AXN93614.1.A2	asparagine
AXN93615.1.A1	asparagine
AXN93615.1.A2	glycine|alanine
AXN93616.1.A1	threonine
AYA22318.1.A1	tyrosine
AYA22333.1.A1|OLZ50886.1.A1	3,5-dihydroxyphenylglycine
AYA22334.1.A1|OLZ50885.1.A1	4-hydroxyphenylglycine
AYA22334.1.A2	4-hydroxyphenylglycine
AYA22334.1.A3	R-beta-hydroxytyrosine
AYA22335.1.A1	phenylalanine
AYA22336.1.A1	4-hydroxyphenylglycine
AYA22336.1.A2	R-beta-hydroxytyrosine
AYA44686.1.A1	leucine
AYA44686.1.A2|AYA44686.1.A3	serine
AYA44686.1.A4	leucine
AYJ71720.1.A1	serine
AYJ71720.1.A2	aspartic acid branched
AYJ71721.1.A1	2,3-diaminopropionic acid
AZC86156.1.A1	1-pyrroline-5-carboxylic acid
AZC86156.1.A2	arginine
AZH23792.1.A1	glycine
AZH23822.1.A1	glycine
AZL87944.1.A1	leucine|isoleucine
AZM57022.1.A1	4-hydroxyphenylglycine
AZM57022.1.A2	3,5-dihydroxyphenylglycine
AZM57022.1.A3	tryptophan
AZM57023.1.A1	4-hydroxyphenylglycine
AZM57024.1.A1	4-hydroxyphenylglycine
AZM57024.1.A2	tyrosine
AZM57024.1.A3	tyrosine
AZM58102.1.A1	3,5-dihydroxyphenylglycine
AZZ09613.1.A1	isoleucine
B0B504.A1|CAN89633.1.A1	glycine
B1GYG6.A1|CAQ18839.1.A1	glycine
B5X0I1.A1	threonine
B6F209.1.A1	tryptophan
B7X8D7.A1|BAH04162.1.A1	serine
B8RG41.A1	asparagine
B8RG41.A2	serine
B9ZUK5.A1|CAQ43084.1.A1	tyrosine|3-chlorotyrosine
BAA00406.1.A1	phenylalanine
BAA02522.1.A1|P27206.4.A1	glutamic acid
BAA06146.1.A1|P0C063.2.A1|Q44928.A1	proline
BAA06146.1.A2	valine
BAA06146.1.A3|Q44928.A3	ornithine
BAA06146.1.A4|Q44928.A4	leucine
BAA08846.1.A1|P94873.A1	2-aminoadipic acid
BAA08846.1.A2|P94873.A2	cysteine
BAA08846.1.A3|P94873.A3	valine
BAA83992.1.A1|Q9S1A9.A1	serine
BAA83992.1.A2|Q9S1A9.A2	alanine
BAA83993.1.A1|Q9S1A8.A1	leucine
BAA83993.1.A2	3S-methyl-D-aspartic acid branched
BAA83994.1.A1|Q9S1A7.A1	arginine
BAB57094.1.A1|P68876.A1	alanine
BAB69698.1.A2|Q93I56.A2	asparagine
BAB69699.1.A1|Q93I55.A1	tyrosine
BAB69699.1.A2|Q93I55.A2	asparagine
BAB69699.1.A3|Q93I55.A3	glutamine
BAB69699.1.A4|Q93I55.A4	proline
BAB69700.1.A1|Q93I54.A1	asparagine
BAB69700.1.A2|Q93I54.A2	serine
BAB94679.1.A1|P68878.A1	alanine
BAC12912.1.A1|Q8CV01.A1	2,3-dihydroxybenzoic acid
BAC67534.2.A1|Q84BQ6.A1	leucine
BAC67534.2.A2|Q84BQ6.A2	aspartic acid
BAC67535.1.A1|Q84BQ5.A1	threonine
BAC67535.1.A2|Q84BQ5.A2	leucine
BAC67535.1.A3|Q84BQ5.A3	leucine
BAC67535.1.A4|Q84BQ5.A4	serine
BAC67536.1.A1|Q84BQ4.A1	leucine
BAC67536.1.A2|Q84BQ4.A2	serine
BAC67536.1.A3|Q84BQ4.A3	isoleucine
BAC67536.1.A4|Q84BQ4.A4	isoleucine
BAC67536.1.A5|Q84BQ4.A5	aspartic acid
BAD55611.1.A1|YP_116975.1.A1	N6-hydroxylysine
BAD55612.1.A1|YP_116976.1.A1	N6-hydroxylysine
BAD55613.1.A1|YP_116977.1.A1	threonine
BAE06845.2.A1	1-pyrroline-5-carboxylic acid
BAE06845.2.A2	arginine
BAE56606.1.A1	phenylalanine
BAE60013.1.A1	benzoic acid|4-hydroxybenzoic acid
BAE61264.1.A1	acetic acid
BAE98151.1.A1	quinoxaline-2-carboxylic acid
BAE98155.1.A1	serine
BAE98155.1.A2	alanine
BAE98156.1.A1	cysteine
BAE98156.1.A2	valine
BAE98162.1.A1	tryptophan
BAF50711.1.A1	threonine
BAF50711.1.A2	2-aminobutyric acid
BAF50720.1.A1	serine
BAH04161.1.A1	cysteine
BAH04161.1.A2	valine
BAH04162.1.A2	alanine
BAH04171.1.A1	quinoxaline-2-carboxylic acid
BAH04173.1.A1	tryptophan
BAH22762.1.A1	aspartic acid
BAH22763.1.A1	threonine
BAH22764.1.A1	arginine
BAH22764.1.A2	3-amino-6-hydroxy-2-piperidone
BAH22764.1.A3	isoleucine
BAH22764.1.A4	tyrosine
BAH22765.1.A1	isoleucine
BAH33406.1.A1	2,3-dihydroxybenzoic acid
BAH33409.1.A1	arginine
BAH33409.1.A2	glycine
BAH33409.1.A3	N5-hydroxyornithine
BAH43764.1.A1	phenylalanine
BAH43765.1.A1	proline
BAH43765.1.A2	phenylalanine
BAH43765.1.A3	phenylalanine
BAH43766.1.A1	asparagine
BAH43766.1.A2	glutamine
BAH43766.1.A3	tyrosine
BAH43766.1.A4	valine
BAH43766.1.A5	ornithine
BAH43766.1.A6	leucine
BAI43678.1.A1	tryptophan
BAI63283.1.A1	tryptophan
BAI63284.1.A1	3-hydroxyquinaldic acid
BAI63288.1.A1	serine
BAI63288.1.A2	alanine
BAI63289.1.A1	cysteine
BAI63289.1.A2	norcoronamic acid
BAL15718.1.A1	beta-lysine
BAL15732.1.A1	beta-lysine
BAN91483.1.A1	ornithine
BAN91483.1.A2	threonine
BAN91483.1.A3	4R-hydroxyproline
BAN91483.1.A4	3R-hydroxyhomotyrosine
BAN91483.1.A5	threonine
BAN91483.1.A6	3S-hydroxy-4S-methylproline
BAO73252.1.A1	serine|threonine
BAO73252.1.A2	alanine
BAO73252.1.A3	proline
BAO73252.1.A4	glutamine
BAO73252.1.A5	tyrosine
BAO73252.1.A6	valine
BAO84861.1.A1	alanine
BAO84866.1.A1	4,5-dehydroarginine
BAO84868.1.A1	meta-tyrosine|3-hydroxy-O-methyl-5-methyltyrosine
BAP05589.1.A1	serine
BAP05590.1.A1	glycine
BAP05591.1.A1	serine
BAP05596.1.A1	alanine
BAP05597.1.A1	serine
BAP16684.1.A1	6-chlorotryptophan
BAP16689.1.A1	6-chloro-4-hydroxyindole-3-carboxylic acid
BAP16693.1.A1	2-methylserine
BAP16697.1.A1	D-alanine
BAP16699.1.A1	serine
BAR40283.1.A1	serine
BAV19380.1.A1	grifolic acid
BAV56002.1.A1	alanine
BAV56017.1.A1	aspartic acid branched
BAV56270.1.A1	threonine
BAV56270.1.A2	arginine
BAV56270.1.A3	serine
BAV56270.1.A4	glycine
BAV56270.1.A5	phenylalanine
BAV56270.1.A6	leucine
BAV56270.1.A7	arginine
BAV56271.1.A1	glutamic acid
BAV56271.1.A2	glutamine
BAV56271.1.A3	tryptophan
BAV56271.1.A4	isoleucine|valine
BAV56271.1.A5	threonine
BAV57443.1.A1	(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid
BAV57451.1.A1	valine
BAW27693.1.A1	(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid
BAW32322.1.A1	phenylpyruvic acid
BAW32323.1.A1	beta-alanine
BAW32323.1.A2	tryptophan
BAW32324.1.A1	arginine
BAW32324.1.A2	R-beta-hydroxyphenylalanine
BAW32332.1.A1	phenylpyruvic acid
BAW32333.1.A1	beta-alanine
BAW32333.1.A2	tryptophan
BAW32334.1.A1	arginine
BAW32334.1.A2	R-beta-hydroxyphenylalanine
BAX64244.1.A1	glycine
BAX64244.1.A2	leucine
BAX64246.1.A1	serine
BAX64246.1.A2	serine
BAX64247.1.A1	threonine
BAX64247.1.A2	isoleucine
BAX89998.1.A1	valine
BAX89998.1.A2	cysteic acid|aspartic acid
BAX89999.1.A1	alanine
BAX89999.1.A2	leucine
BAX90000.1.A1	glycine
BAX90000.1.A2	alanine
BAX90000.1.A3	phenylalanine
BAZ95823.1.A1	aspartic acid
BBA20967.1.A1	1-(1,1-dimethylallyl)-tryptophan
BBA20967.1.A2	leucine
BBA20967.1.A3	3-nitrotyrosine
BBA20967.1.A4	alanine
BBA20967.1.A5	leucine
BBA20967.1.A6	leucine
BBA21068.1.A1	glycine
BBA21071.1.A1	glycine
BBA21073.1.A1	serine
BBB04327.1.A1	tryptophan
BBC43184.1.A1	D-serine
BBC83957.1.A1	lactic acid
BBC83957.1.A10	O-methyltyrosine
BBC83957.1.A2	pipecolic acid
BBC83957.1.A3|BBC83957.1.A6	valine
BBC83957.1.A4	valine
BBC83957.1.A5	aspartic acid
BBC83957.1.A7	isoleucine
BBC83957.1.A8	glycine
BBC83957.1.A9	valine
BBD17741.1.A1	threonine
BBD17745.1.A1	anthranilic acid
BBD17759.1.A1	threonine
BBD17766.1.A1	anthranilic acid
BBE36469.1.A1	glycine
BBF25314.1.A1|sp_A0A455R7E6.1_ASCB_ACREG.A1	grifolic acid
BBG06551.1.A1	R-beta-methylphenylalanine
BBG06561.1.A1	2-sulfamoylacetic acid
BBH43485.1.A1	caffeic acid
BBQ09587.1.A1	homoserine
BBU42014.1.A1	lysine
BCJ07529.1.A1	leucine
BCJ07529.1.A2	glutamine
BCJ07529.1.A3	isoleucine
BCJ07531.1.A1	leucine
BCJ07532.1.A1	leucine
BCJ07532.1.A2	glutamine
BCJ07532.1.A3	serine
BCJ07532.1.A4	valine
BCJ07532.1.A5	leucine
BCJ07532.1.A6	glutamine
BCJ07533.1.A1	glutamine
BCJ07533.1.A2	valine
BCJ07599.1.A1	glutamic acid
BCJ07600.1.A1	leucine
BFT43997.1.A1	O-dimethylallyl-L-tyrosine
BGRAMDRAFT_RS22640.A1	graminine
BN849_0052030.A1	serine
BN849_0052030.A2	3-aminoisobutyric acid
BN849_0052030.A3	glutamine
BS329_14150.A1	4-hydroxyphenylglycine
BS329_14150.A2	R-beta-hydroxytyrosine
BS330_28385.A1	4-hydroxyphenylglycine
BS330_28385.A2	R-beta-hydroxytyrosine
BolH.A1	serine
BolH.A2	isoleucine|valine
BolH.A3	homoserine
BolH.A4	serine
BolO.A1	aspartic acid branched
C0JRF0.A1	asparagine
C0LTL8.A1	tyrosine|tryptophan
CAA06323.1.A1|Q45295.A1	glutamine
CAA06323.1.A2|Q45295.A2	leucine
CAA06323.1.A3|Q45295.A3	leucine
CAA06324.1.A1|O69246.A1	valine
CAA06324.1.A2|O69246.A2	aspartic acid
CAA06324.1.A3|O69246.A3	leucine
CAA09819.1.A1|O87704.A1	tyrosine
CAA09819.1.A2|O87704.A2	threonine
CAA11794.1.A1|O52819.A1	leucine
CAA11794.1.A2|O52819.A2	R-beta-hydroxytyrosine
CAA11794.1.A3|O52819.A3	asparagine
CAA11795.1.A1|O52820.A1	4-hydroxyphenylglycine
CAA11795.1.A2|O52820.A2	4-hydroxyphenylglycine
CAA11795.1.A3|O52820.A3	R-beta-hydroxytyrosine
CAA11796.1.A1|O52821.A1	3,5-dihydroxyphenylglycine
CAA11962.1.A1|O76858.A1	beta-alanine
CAA38195.1.A2|P19787.A2	cysteine
CAA40561.1.A1|P27743.A1	2-aminoadipic acid
CAA40561.1.A2|P27743.A2	cysteine
CAA40561.1.A3|P27743.A3	valine
CAA43838.1.A1	proline
CAA43838.1.A2|Q44928.A2	valine
CAA43838.1.A3	ornithine
CAA43838.1.A4|P0C063.2.A4	leucine
CAA49818.1.A1|Q08787.A1	leucine
CAA51561.1.A1|P39581.1.A1	alanine
CAA55749.1.A1|Q54356.A1	4R-propylproline
CAA60461.1.A1|Q54298.A1	pipecolic acid
CAA67248.1.A1|Q54959.A1	threonine
CAA67248.1.A2|Q54959.A2	2-aminobutyric acid|isovaline
CAA67249.1.A1|O07944.A1	proline
CAA67249.1.A2|O07944.A2	phenylalanine
CAA67249.1.A3|O07944.A3	pipecolic acid
CAA67249.1.A4|O07944.A4	phenylglycine
CAA71336.1.A1|O33743.A1	beta-lysine
CAA72310.1.A1|O05647.A1	proline
CAA72310.1.A2|O05647.A2	phenylalanine
CAA79245.2.A1|Q00869.A1	2R-hydroxyisovaleric acid
CAA79245.2.A2|Q00869.A2	valine
CAA82227.1.A10|Q09164.A10|ctg1_orf003.A10	leucine
CAA82227.1.A11|Q09164.A11|ctg1_orf003.A11	alanine
CAA82227.1.A1|Q09164.A1|ctg1_orf003.A1	D-alanine
CAA82227.1.A2|Q09164.A2|ctg1_orf003.A2	leucine
CAA82227.1.A3|Q09164.A3|ctg1_orf003.A3	leucine
CAA82227.1.A4|Q09164.A4|ctg1_orf003.A4	valine
CAA82227.1.A5|Q09164.A5|ctg1_orf003.A5	4R-E-butenyl-4R-methylthreonine
CAA82227.1.A6|Q09164.A6|ctg1_orf003.A6	2-aminobutyric acid
CAA82227.1.A7|Q09164.A7|ctg1_orf003.A7	glycine
CAA82227.1.A8|Q09164.A8|ctg1_orf003.A8	leucine
CAA82227.1.A9|Q09164.A9|ctg1_orf003.A9	valine
CAA84360.1.A2|P39845.2.A2	ornithine
CAA84361.1.A1|P39846.A1	tyrosine
CAA84361.1.A2|P39846.A2	threonine
CAA84363.1.A1|P94459.2.A1	proline
CAA84363.1.A2	glutamine
CAA84363.1.A3|P94459.2.A3	tyrosine
CAA84364.1.A1|P94460.A1	isoleucine
CAB13715.1.A1|P39847.A1	glutamic acid
CAB13715.1.A2|P39847.A2	valine
CAB38084.1.A1|Q9Z5F4.A1	glycine
CAB38517.1.A1|Q9Z4X5.A1	aspartic acid
CAB38517.1.A2|Q9Z4X5.A2	glycine
CAB38517.1.A3|Q9Z4X5.A3	3S-hydroxyasparagine|asparagine
CAB38518.1.A1|Q9Z4X6.A1	serine
CAB38518.1.A2|Q9Z4X6.A2	threonine
CAB38518.1.A3|Q9Z4X6.A3	tryptophan
CAB38518.1.A4|Q9Z4X6.A4	aspartic acid
CAB38518.1.A5|Q9Z4X6.A5	aspartic acid
CAB38518.1.A6|Q9Z4X6.A6	4-hydroxyphenylglycine
CAB39315.1.A1|O94205.A1	alanine
CAB39315.1.A2|O94205.A2	phenylalanine
CAB39315.1.A3|O94205.A3	proline
CAB53322.1.A1|Q9RK14.A1	N5-formyl-N5-hydroxyornithine
CAB53322.1.A2|Q9RK14.A2	threonine
CAB53322.1.A3|Q9RK14.A3	N5-hydroxyornithine
CAC01604.1.A3|Q9K5M1.A3	threonine
CAC01604.1.A4	tyrosine
CAC01606.1.A1|Q9K5L9.A1	isoleucine
CAC17499.1.A1	threonine
CAC17499.1.A2	cysteine
CAC17500.1.A1	cysteine
CAC48360.1.A1|Q939Z1.A1	leucine
CAC48360.1.A2|Q939Z1.A2	R-beta-hydroxytyrosine
CAC48360.1.A3|Q939Z1.A3	asparagine
CAC48361.1.A1|Q939Z0.A1	4-hydroxyphenylglycine
CAC48361.1.A2|Q939Z0.A2	4-hydroxyphenylglycine
CAC48361.1.A3|Q939Z0.A3	R-beta-hydroxytyrosine
CAC48362.1.A1|Q939Y9.A1	3,5-dihydroxyphenylglycine
CAC48369.1.A1|Q939Y2.A1	tyrosine
CAD15508.1.A2	cysteine
CAD15513.1.A1	cysteine
CAD17792.1.A2	threonine
CAD17792.1.A3	tyrosine
CAD17792.1.A4	serine
CAD17792.1.A5	homoserine
CAD17793.1.A1	valine
CAD17793.1.A2	serine
CAD17793.1.A3	glycine
CAD17793.1.A4	alanine
CAD17793.1.A5	beta-alanine
CAD18570.1.A1	phenylpyruvic acid
CAD28788.1.A1|Q8J0L6.1.A1	D-lysergic acid
CAD29794.1.A1	D-glutamic acid branched
CAD29795.1.A1	cinnamic acid
CAD29797.1.A1	serine
CAD29797.1.A2	alanine
CAD29798.1.A1|Q8G982.A1	arginine
CAD29798.1.A2	D-aspartic acid branched
CAD29799.1.A1	arginine
CAD32904.2.A1	2,3-diaminobutyric acid
CAD55498.1.A1|Q8CJX2.A1	3R-methylglutamic acid
CAD55498.1.A2|Q8CJX2.A2	tryptophan
CAD70194.1.A1|Q83Y49.A1	valine
CAD70195.1.A1	3,4-dehydrolysine
CAD70195.1.A2	valine
CAD89774.1.A1|Q70P97.A1	cysteine
CAD89775.1.A1	cysteine
CAD89778.1.A1	glycine
CAD91211.1.A1|Q7WZ75.A1	3,5-dihydroxyphenylglycine
CAD91212.1.A1|Q7WZ74.A1	4-hydroxyphenylglycine
CAD91212.1.A2|Q7WZ74.A2	4-hydroxyphenylglycine
CAD91212.1.A3|Q7WZ74.A3	tyrosine
CAD91220.1.A1|Q7WZ66.A1	4-hydroxyphenylglycine
CAD91220.1.A2|Q7WZ66.A2	tyrosine
CAD91221.1.A1|Q7WZ65.A1	3,5-dihydroxyphenylglycine
CAD92849.1.A1	valine
CAD92849.1.A2	glycine
CAD92850.1.A1	alanine
CAD92850.1.A2	leucine
CAD92850.1.A3	alanine
CAD92850.1.A4	valine
CAD92851.1.A1	valine
CAD92851.1.A2	valine
CAD92851.1.A3	tryptophan
CAD92851.1.A4	leucine
CAD92851.1.A5	tryptophan
CAD92851.1.A6	leucine
CAD92852.1.A1	tryptophan
CAD92852.1.A2	leucine
CAD92852.1.A3	tryptophan
CAD92852.1.A4	glycine
CAE02630.1.A1	glutamic acid
CAE02630.1.A2	leucine
CAE02630.1.A3	leucine
CAE02631.1.A1	valine
CAE02631.1.A2	aspartic acid
CAE02631.1.A3	leucine
CAE14171.1.A1|WP_011146143.1.A1	threonine
CAE14173.1.A1|WP_232507913.1.A1	4S-hydroxylysine|lysine
CAE14173.1.A2|WP_232507913.1.A2	alanine
CAE14766.1.A1	glycine
CAE15497.1.A1	arginine
CAE15497.1.A2	isoleucine|valine
CAE15497.1.A3	arginine
CAE15497.1.A4	isoleucine
CAE15497.1.A5	tryptophan
CAE15637.1.A1|WP_011147463.1.A1	isoleucine|valine
CAE15637.1.A2|WP_011147463.1.A2	leucine
CAE15637.1.A3|WP_011147463.1.A3	leucine|methionine|valine|phenylalanine|4-aminophenylalanine|tyrosine
CAE15637.1.A4|WP_011147463.1.A4	leucine
CAE15637.1.A5|WP_011147463.1.A5	leucine
CAE16560.1.A1	acetic acid|malic acid
CAE52342.1.A1	asparagine
CAE53350.1.A1|CAG15009.1.A1|Q70AZ9.A1	4-hydroxyphenylglycine
CAE53350.1.A2|Q70AZ9.A2	tyrosine
CAE53351.1.A1|Q70AZ8.A1	3,5-dihydroxyphenylglycine
CAE53352.1.A1|Q70AZ7.A1	4-hydroxyphenylglycine
CAE53352.1.A2|CAG15011.1.A2|Q70AZ7.A2	4-hydroxyphenylglycine
CAE53352.1.A3|Q70AZ7.A3	tyrosine
CAE53353.1.A1|CAG15012.1.A1|Q70AZ6.A1	3,5-dihydroxyphenylglycine
CAF05647.1.A1|Q5ZPB0.A1	pipecolic acid
CAG15009.1.A2	tyrosine
CAG15010.1.A1	3,5-dihydroxyphenylglycine
CAG15011.1.A1	4-hydroxyphenylglycine
CAG15011.1.A3	tyrosine
